TERM,CAMPUS,XLST,CRN,DAYS,START,END,ROOM
202501,PF,"",13915,"",,,ONLINE
202501,PF,"",13916,"",,,ONLINE
202501,PF,"",13917,"",,,ONLINE
202501,PF,"",13918,"",,,ONLINE
202501,PF,"",13919,"",,,ONLINE
202501,PF,"",13920,"",,,ONLINE
202501,PF,"",13921,"",,,ONLINE
202501,PF,"",13922,"",,,ONLINE
202501,PF,"",13923,"",,,ONLINE
202501,PF,"",13924,"",,,ONLINE
202501,PF,"",13926,"",,,ONLINE
202501,PF,"",13927,"",,,ONLINE
202501,PF,"",13928,"",,,ONLINE
202501,PF,"",13932,"",,,ONLINE
202501,PF,"",13940,"",,,ONLINE
202501,PF,"",13941,"",,,ONLINE
202501,PF,"",13942,"",,,ONLINE
202501,PF,"",13943,"",,,ONLINE
202501,PF,"",13944,"",,,ONLINE
202501,PF,"",13946,"",,,ONLINE
202501,PF,"",13947,"",,,ONLINE
202501,PF,"",13948,"",,,ONLINE
202501,PF,"",13949,"",,,ONLINE
202501,PF,"",13950,"",,,ONLINE
202501,PF,"",13954,"",,,ONLINE
202501,PF,"",13955,"",,,ONLINE
202501,PF,"",13956,"",,,ONLINE
202501,PF,"",13957,"",,,ONLINE
202501,PF,"",13958,"",,,ONLINE
202501,PF,"",13959,"",,,ONLINE
202501,PF,"",13960,"",,,ONLINE
202501,PF,"",13961,"",,,ONLINE
202501,PF,"",13962,"",,,ONLINE
202501,PF,"",13963,"",,,ONLINE
202501,PF,"",13964,"",,,ONLINE
202501,PF,"",13965,"",,,ONLINE
202501,PF,"",13966,"",,,ONLINE
202501,PF,"",13967,"",,,ONLINE
202501,PF,"",13969,"",,,ONLINE
202501,PF,"",13970,"",,,ONLINE
202501,PF,"",13971,"",,,ONLINE
202501,PF,"",13973,"",,,ONLINE
202501,PF,"",13974,"",,,ONLINE
202501,PF,"",13975,"",,,ONLINE
202501,PF,"",13976,"",,,ONLINE
202501,PF,"",13978,"",,,ONLINE
202501,PF,"",13979,"",,,ONLINE
202501,PF,"",13980,"",,,ONLINE
202501,PF,"",13981,"",,,ONLINE
202501,PF,"",13982,"",,,ONLINE
202501,PF,"",13984,"",,,ONLINE
202501,PF,"",13985,"",,,ONLINE
202501,PF,"",13986,"",,,ONLINE
202501,PF,"",13987,"",,,ONLINE
202501,PF,"",13988,"",,,ONLINE
202501,PF,"",13990,"",,,ONLINE
202501,PF,"",13991,"",,,ONLINE
202501,PF,"",13992,"",,,ONLINE
202501,PF,"",13993,"",,,ONLINE
202501,PF,"",13994,"",,,ONLINE
202501,PF,"",13995,"",,,ONLINE
202501,PF,"",13996,"",,,ONLINE
202501,PF,"",13997,"",,,ONLINE
202501,PF,"",13998,"",,,ONLINE
202501,PF,"",13999,"",,,ONLINE
202501,PF,"",14001,"",,,ONLINE
202501,PF,"",14003,"",,,ONLINE
202501,PF,"",14004,"",,,ONLINE
202501,PF,"",14005,"",,,ONLINE
202501,PF,"",14006,"",,,ONLINE
202501,PF,"",14008,"",,,ONLINE
202501,PF,"",14010,"",,,ONLINE
202501,PF,"",14011,"",,,ONLINE
202501,PF,"",14014,"",,,ONLINE
202501,PF,"",14015,"",,,ONLINE
202501,PF,"",14026,"",,,ONLINE
202501,PF,"",14027,"",,,ONLINE
202501,PF,"",14029,"",,,ONLINE
202501,PF,"",14030,"",,,ONLINE
202501,PF,"",14031,"",,,ONLINE
202501,PF,"",14032,"",,,ONLINE
202501,PF,"",14033,"",,,ONLINE
202501,PF,"",14034,"",,,ONLINE
202501,PF,"",14035,"",,,ONLINE
202501,PF,"",14037,"",,,ONLINE
202501,PF,"",14038,"",,,ONLINE
202501,PF,"",14039,"",,,ONLINE
202501,PF,"",14044,"",,,ONLINE
202501,PF,"",14045,"",,,ONLINE
202501,PF,"",14046,"",,,ONLINE
202501,PF,"",14047,"",,,ONLINE
202501,PF,"",14051,"",,,ONLINE
202501,PF,"",14052,"",,,ONLINE
202501,PF,"",14057,"",,,ONLINE
202501,PF,"",14063,"",,,ONLINE
202501,PF,"",14067,"",,,ONLINE
202501,PF,"",14068,"",,,ONLINE
202501,PF,"",14070,"",,,ONLINE
202501,PF,"",14072,"",,,ONLINE
202501,PF,"",14073,"",,,ONLINE
202501,PF,"",14075,"",,,ONLINE
202501,PF,"",14076,"",,,ONLINE
202501,PF,"",14085,"",,,ONLINE
202501,PF,"",14088,"",,,ONLINE
202501,PF,"",14106,"",,,ONLINE
202501,PF,"",14109,"",,,ONLINE
202501,PF,"",14111,"",,,ONLINE
202501,PF,"",14113,"",,,ONLINE
202501,PF,"",14114,"",,,ONLINE
202501,PF,"",14115,"",,,ONLINE
202501,PF,"",14116,"",,,ONLINE
202501,PF,"",14127,"",,,ONLINE
202501,PF,"",14148,"",,,ONLINE
202501,PF,"",14158,"",,,ONLINE
202501,PF,"",14175,"",,,ONLINE
202501,PF,"",14217,"",,,ONLINE
202501,PF,"",14230,"",,,ONLINE
202501,PF,"",14232,"",,,ONLINE
202501,PF,"",14268,"",,,ONLINE
202501,PF,"",14269,"",,,ONLINE
202501,PF,"",14272,"",,,ONLINE
202501,PF,"",14352,"",,,ONLINE
202501,PF,"",14358,"",,,ONLINE
202501,PF,"",14384,"",,,ONLINE
202501,PF,"",14398,"",,,ONLINE
202501,PF,"",14414,"",,,ONLINE
202501,PF,"",14416,"",,,ONLINE
202501,PF,"",14417,"",,,ONLINE
202501,PF,"",14434,"",,,ONLINE
202501,PF,"",14445,"",,,ONLINE
202501,PF,"",14461,"",,,ONLINE
202501,PF,"",14463,"",,,ONLINE
202501,PF,"",14465,"",,,ONLINE
202501,PF,"",14467,"",,,ONLINE
202501,PF,"",14468,"",,,ONLINE
202501,PF,"",14471,"",,,ONLINE
202501,PF,"",14472,"",,,ONLINE
202501,PF,"",14480,"",,,ONLINE
202501,PF,"",14481,"",,,ONLINE
202501,PF,"",14483,"",,,ONLINE
202501,PF,"",14484,"",,,ONLINE
202501,PF,"",14486,"",,,ONLINE
202501,PF,"",14489,"",,,ONLINE
202501,PF,"",14491,"",,,ONLINE
202501,PF,"",14496,"",,,ONLINE
202501,PF,"",14498,"",,,ONLINE
202501,PF,"",14510,"",,,ONLINE
202501,PF,"",14557,"",,,ONLINE
202501,PF,"",14558,"",,,ONLINE
202501,PF,"",14559,"",,,ONLINE
202501,PF,"",14560,"",,,ONLINE
202501,PF,"",14561,"",,,ONLINE
202501,PF,"",14564,"",,,ONLINE
202501,PF,"",14565,"",,,ONLINE
202501,PF,"",14917,"",,,ONLINE
202501,PF,"",14970,"",,,ONLINE
202501,PF,"",14978,"",,,ONLINE
202501,PF,"",14983,"",,,ONLINE
202501,PF,"",15035,"",,,ONLINE
202501,PF,"",15042,"",,,ONLINE
202501,PF,"",15049,"",,,ONLINE
202501,PF,"",15055,"",,,ONLINE
202501,PF,"",15056,"",,,ONLINE
202501,PF,"",15061,"",,,ONLINE
202501,PF,"",15066,"",,,ONLINE
202501,PF,"",15135,"",,,ONLINE
202501,PF,"",15136,"",,,ONLINE
202501,PF,"",15143,"",,,ONLINE
202501,PF,"",15156,"",,,ONLINE
202501,PF,"",15160,"",,,ONLINE
202501,PF,"",15161,"",,,ONLINE
202501,PF,"",15164,"",,,ONLINE
202501,PF,"",15165,"",,,ONLINE
202501,PF,"",15200,"",,,ONLINE
202501,PF,"",15203,"",,,ONLINE
202501,PF,"",15204,"",,,ONLINE
202501,PF,"",15205,"",,,ONLINE
202501,PF,"",15210,"",,,ONLINE
202501,PF,"",15227,"",,,ONLINE
202501,PF,"",15229,"",,,ONLINE
202501,PF,"",15231,"",,,ONLINE
202501,PF,"",15232,"",,,ONLINE
202501,PF,"",15233,"",,,ONLINE
202501,PF,"",15235,"",,,ONLINE
202501,PF,"",15246,"",,,ONLINE
202501,PF,"",15247,"",,,ONLINE
202501,PF,"",15248,"",,,ONLINE
202501,PF,"",15249,"",,,ONLINE
202501,PF,"",15254,"",,,ONLINE
202501,PF,"",15257,"",,,ONLINE
202501,PF,"",15260,"",,,ONLINE
202501,PF,"",15270,"",,,ONLINE
202501,PF,"",15271,"",,,ONLINE
202501,PF,"",15274,"",,,ONLINE
202501,PF,"",15278,"",,,ONLINE
202501,PF,"",15293,"",,,ONLINE
202501,PF,"",15294,"",,,ONLINE
202501,PF,"",15295,"",,,ONLINE
202501,PF,"",15296,"",,,ONLINE
202501,PF,"",15307,"",,,ONLINE
202501,PF,"",15328,"",,,ONLINE
202501,PF,"",15341,"",,,ONLINE
202501,PF,"",15360,"",,,ONLINE
202501,PF,"",15414,"",,,ONLINE
202501,PF,"",15448,"",,,ONLINE
202501,PF,"",15476,"",,,ONLINE
202501,PF,"",15493,"",,,ONLINE
202501,PF,"",15507,"",,,ONLINE
202501,PF,"",15517,"",,,ONLINE
202501,PF,"",15524,"",,,ONLINE
202501,PF,"",15536,"",,,ONLINE
202501,PF,"",15537,"",,,ONLINE
202501,PF,"",15544,"",,,ONLINE
202501,PF,"",15555,"",,,ONLINE
202501,PF,"",15647,"",,,ONLINE
202501,PF,"",15657,"",,,ONLINE
202501,PF,"",15682,"",,,ONLINE
202501,PF,"",15683,"",,,ONLINE
202501,PF,"",15686,"",,,ONLINE
202501,PF,"",15694,"",,,ONLINE
202501,PF,"",15699,"",,,ONLINE
202501,PF,"",15700,"",,,ONLINE
202501,PF,"",15702,"",,,ONLINE
202501,PF,"",15745,"",,,ONLINE
202501,PF,"",15746,"",,,ONLINE
202501,PF,"",15747,"",,,ONLINE
202501,PF,"",15748,"",,,ONLINE
202501,PF,"",15749,"",,,ONLINE
202501,PF,"",15750,"",,,ONLINE
202501,PF,"",15755,"",,,ONLINE
202501,PF,"",15761,"",,,ONLINE
202501,PF,"",15769,"",,,ONLINE
202501,PF,"",15797,"",,,ONLINE
202501,PF,"",15798,"",,,ONLINE
202501,PF,"",15799,"",,,ONLINE
202501,PF,"",15800,"",,,ONLINE
202501,PF,"",15809,"",,,ONLINE
202501,PF,"",15818,"",,,ONLINE
202501,PF,"",15820,"",,,ONLINE
202501,PF,"",15821,"",,,ONLINE
202501,PF,"",15823,"",,,ONLINE
202501,PF,"",15828,"",,,ONLINE
202501,PF,"",15838,"",,,ONLINE
202501,PF,"",15845,"",,,ONLINE
202501,PF,"",15878,"",,,ONLINE
202501,PF,"",15880,"",,,ONLINE
202501,PF,"",15897,"",,,ONLINE
202501,PF,"",15898,"",,,ONLINE
202501,PF,"",15900,"",,,ONLINE
202501,PF,"",15901,"",,,ONLINE
202501,PF,"",15902,"",,,ONLINE
202501,PF,"",15908,"",,,ONLINE
202501,PF,"",15948,"",,,ONLINE
202501,PF,"",15949,"",,,ONLINE
202501,PF,"",15952,"",,,ONLINE
202501,PF,"",15958,"",,,ONLINE
202501,PF,"",15970,"",,,ONLINE
202501,PF,"",15979,"",,,ONLINE
202501,PF,"",15989,"",,,ONLINE
202501,PF,"",16025,"",,,ONLINE
202501,PF,"",16034,"",,,ONLINE
202501,PF,"",16049,"",,,ONLINE
202501,PF,"",16210,"",,,ONLINE
202501,PF,"",16211,"",,,ONLINE
202501,PF,"",16219,"",,,ONLINE
202501,PF,"",16225,"",,,ONLINE
202501,PF,"",16226,"",,,ONLINE
202501,PF,"",16227,"",,,ONLINE
202501,PF,"",16355,"",,,ONLINE
202501,PF,"",16359,"",,,ONLINE
202501,PF,"",16360,"",,,ONLINE
202501,PF,"",16361,"",,,ONLINE
202501,PF,"",16426,"",,,ONLINE
202501,PF,"",16456,"",,,ONLINE
202501,PF,"",16463,"",,,ONLINE
202501,PF,"",16464,"",,,ONLINE
202501,PF,"",16465,"",,,ONLINE
202501,PF,"",16466,"",,,ONLINE
202501,PF,"",16467,"",,,ONLINE
202501,PF,"",16471,"",,,ONLINE
202501,PF,"",16477,"",,,ONLINE
202501,PF,"",16535,"",,,ONLINE
202501,PF,"",16632,"",,,ONLINE
202501,PF,"",16654,R,1900,2100,ONLINE
202501,PF,"",16682,"",,,ONLINE
202501,PF,"",16686,"",,,ONLINE
202501,PF,"",16773,"",,,ONLINE
202501,PF,"",16776,"",,,ONLINE
202501,PF,"",16777,"",,,ONLINE
202501,PF,"",16783,"",,,ONLINE
202501,PF,"",16785,"",,,ONLINE
202501,PF,"",16786,"",,,ONLINE
202501,PF,"",16796,"",,,ONLINE
202501,PF,"",16835,"",,,ONLINE
202501,PF,"",16848,"",,,ONLINE
202501,PF,"",16849,"",,,ONLINE
202501,PF,"",16850,"",,,ONLINE
202501,PF,"",16852,"",,,ONLINE
202501,PF,"",16853,"",,,ONLINE
202501,PF,"",16854,"",,,ONLINE
202501,PF,"",16855,"",,,ONLINE
202501,PF,"",16857,"",,,ONLINE
202501,PF,"",16858,"",,,ONLINE
202501,PF,"",16859,"",,,ONLINE
202501,PF,"",16860,"",,,ONLINE
202501,PF,"",16861,"",,,ONLINE
202501,PF,"",16979,"",,,ONLINE
202501,PF,"",16991,"",,,ONLINE
202501,PF,"",16993,"",,,ONLINE
202501,PF,"",16994,"",,,ONLINE
202501,PF,"",17015,"",,,ONLINE
202501,PF,"",17016,M,1900,2100,ONLINE
202501,PF,"",17017,"",,,ONLINE
202501,PF,"",17233,"",,,ONLINE
202501,PF,"",17234,"",,,ONLINE
202501,PF,"",17236,"",,,ONLINE
202501,PF,"",17243,"",,,ONLINE
202501,PF,"",17244,"",,,ONLINE
202501,PF,"",17245,"",,,ONLINE
202501,PF,"",17246,"",,,ONLINE
202501,PF,"",17249,"",,,ONLINE
202501,PF,"",17250,"",,,ONLINE
202501,PF,"",17251,"",,,ONLINE
202501,PF,"",17252,"",,,ONLINE
202501,PF,"",17253,"",,,ONLINE
202501,PF,"",17254,"",,,ONLINE
202501,PF,"",17258,"",,,ONLINE
202501,PF,"",17259,"",,,ONLINE
202501,PF,"",17260,"",,,ONLINE
202501,PF,"",17264,"",,,ONLINE
202501,PF,"",17265,"",,,ONLINE
202501,PF,"",17267,TR,1300,1545,ONLINE
202501,PF,"",17281,"",,,ONLINE
202501,PF,"",17282,"",,,ONLINE
202501,PF,"",17283,"",,,ONLINE
202501,PF,"",17284,"",,,ONLINE
202501,PF,"",17285,"",,,ONLINE
202501,PF,"",17286,"",,,ONLINE
202501,PF,"",17287,"",,,ONLINE
202501,PF,"",17288,"",,,ONLINE
202501,PF,"",17289,"",,,ONLINE
202501,PF,"",17291,"",,,ONLINE
202501,PF,"",17300,"",,,ONLINE
202501,PF,"",17301,"",,,ONLINE
202501,PF,"",17302,"",,,ONLINE
202501,PF,"",17303,"",,,ONLINE
202501,PF,"",17307,"",,,ONLINE
202501,PF,"",17308,"",,,ONLINE
202501,PF,"",17309,"",,,ONLINE
202501,PF,"",17310,"",,,ONLINE
202501,PF,"",17311,"",,,ONLINE
202501,PF,"",17312,"",,,ONLINE
202501,PF,"",17313,"",,,ONLINE
202501,PF,"",17314,"",,,ONLINE
202501,PF,"",17315,"",,,ONLINE
202501,PF,"",17316,"",,,ONLINE
202501,PF,"",17368,"",,,ONLINE
202501,PF,"",17369,"",,,ONLINE
202501,PF,"",17370,"",,,ONLINE
202501,PF,"",17371,"",,,ONLINE
202501,PF,"",17372,"",,,ONLINE
202501,PF,"",17373,"",,,ONLINE
202501,PF,"",17374,"",,,ONLINE
202501,PF,"",17376,"",,,ONLINE
202501,PF,"",17378,"",,,ONLINE
202501,PF,"",17379,"",,,ONLINE
202501,PF,"",17404,"",,,ONLINE
202501,PF,"",17702,"",,,ONLINE
202501,PF,"",17816,"",,,ONLINE
202501,PF,"",17817,"",,,ONLINE
202501,PF,"",17820,"",,,ONLINE
202501,PF,"",17823,"",,,ONLINE
202501,PF,"",17826,"",,,ONLINE
202501,PF,"",17833,"",,,ONLINE
202501,PF,"",17841,"",,,ONLINE
202501,PF,"",17853,"",,,ONLINE
202501,PF,"",17863,"",,,ONLINE
202501,PF,"",17865,"",,,ONLINE
202501,PF,"",17870,"",,,ONLINE
202501,PF,"",17874,"",,,ONLINE
202501,PF,"",17877,"",,,ONLINE
202501,PF,"",17881,"",,,ONLINE
202501,PF,"",17885,"",,,ONLINE
202501,PF,"",17886,"",,,ONLINE
202501,PF,"",17887,"",,,ONLINE
202501,PF,"",17888,"",,,ONLINE
202501,PF,"",17889,"",,,ONLINE
202501,PF,"",17891,"",,,ONLINE
202501,PF,"",17892,"",,,ONLINE
202501,PF,"",17893,"",,,ONLINE
202501,PF,"",17896,"",,,ONLINE
202501,PF,"",17900,"",,,ONLINE
202501,PF,"",17901,"",,,ONLINE
202501,PF,"",17902,"",,,ONLINE
202501,PF,"",17903,"",,,ONLINE
202501,PF,"",17904,"",,,ONLINE
202501,PF,"",17905,"",,,ONLINE
202501,PF,"",17909,"",,,ONLINE
202501,PF,"",17910,"",,,ONLINE
202501,PF,"",17913,"",,,ONLINE
202501,PF,"",17915,"",,,ONLINE
202501,PF,"",17922,"",,,ONLINE
202501,PF,"",18092,"",,,ONLINE
202501,PF,"",18093,"",,,ONLINE
202501,PF,"",18094,"",,,ONLINE
202501,PF,"",18096,"",,,ONLINE
202501,PF,"",18242,"",,,ONLINE
202501,PF,"",18243,"",,,ONLINE
202501,PF,"",18244,"",,,ONLINE
202501,PF,"",18245,"",,,ONLINE
202501,PF,"",18246,"",,,ONLINE
202501,PF,"",18247,"",,,ONLINE
202501,PF,"",18248,"",,,ONLINE
202501,PF,"",18249,"",,,ONLINE
202501,PF,"",18250,"",,,ONLINE
202501,PF,"",18251,"",,,ONLINE
202501,PF,"",18252,"",,,ONLINE
202501,PF,"",18551,"",,,ONLINE
202501,PF,"",18560,"",,,ONLINE
202501,PF,"",18586,"",,,ONLINE
202501,PF,"",18590,"",,,ONLINE
202501,PF,"",18623,"",,,ONLINE
202501,PF,"",18724,"",,,ONLINE
202501,PF,"",18784,TR,1000,1115,ONLINE
202501,PF,"",18789,"",,,ONLINE
202501,PF,"",18794,"",,,ONLINE
202501,PF,"",18795,"",,,ONLINE
202501,PF,"",18855,"",,,ONLINE
202501,PF,"",18856,"",,,ONLINE
202501,PF,"",18902,"",,,ONLINE
202501,PF,"",18903,"",,,ONLINE
202501,PF,"",18904,"",,,ONLINE
202501,PF,"",18917,"",,,ONLINE
202501,PF,"",18933,"",,,ONLINE
202501,PF,"",18955,"",,,ONLINE
202501,PF,"",18978,"",,,ONLINE
202501,PF,"",18979,"",,,ONLINE
202501,PF,"",18983,"",,,ONLINE
202501,PF,"",18990,"",,,ONLINE
202501,PF,"",18997,"",,,ONLINE
202501,PF,"",18998,"",,,ONLINE
202501,PF,"",18999,"",,,ONLINE
202501,PF,"",19000,"",,,ONLINE
202501,PF,"",19004,"",,,ONLINE
202501,PF,"",19005,"",,,ONLINE
202501,PF,"",19006,"",,,ONLINE
202501,PF,"",19007,"",,,ONLINE
202501,PF,"",19008,"",,,ONLINE
202501,PF,"",19009,"",,,ONLINE
202501,PF,"",19010,"",,,ONLINE
202501,PF,"",19013,"",,,ONLINE
202501,PF,"",19015,"",,,ONLINE
202501,PF,"",19017,"",,,ONLINE
202501,PF,"",19019,"",,,ONLINE
202501,PF,"",19020,"",,,ONLINE
202501,PF,"",19027,"",,,ONLINE
202501,PF,"",19028,"",,,ONLINE
202501,PF,"",19031,"",,,ONLINE
202501,PF,"",19032,"",,,ONLINE
202501,PF,"",19036,"",,,ONLINE
202501,PF,"",19037,"",,,ONLINE
202501,PF,"",19044,"",,,ONLINE
202501,PF,"",19228,"",,,ONLINE
202501,PF,"",19243,"",,,ONLINE
202501,PF,"",19250,"",,,ONLINE
202501,PF,"",19251,"",,,ONLINE
202501,PF,"",19252,"",,,ONLINE
202501,PF,"",19585,"",,,ONLINE
202501,PF,"",19591,"",,,ONLINE
202501,PF,"",19682,"",,,ONLINE
202501,PF,"",19703,"",,,ONLINE
202501,PF,"",19730,"",,,ONLINE
202501,PF,"",19732,"",,,ONLINE
202501,PF,"",19733,"",,,ONLINE
202501,PF,"",19773,"",,,ONLINE
202501,PF,"",19906,"",,,ONLINE
202501,PF,"",19907,"",,,ONLINE
202501,PF,"",19940,"",,,ONLINE
202501,PF,"",20063,TR,1000,1115,ONLINE
202501,PF,"",20206,"",,,ONLINE
202501,PF,"",20207,"",,,ONLINE
202501,PF,"",20283,"",,,ONLINE
202501,PF,"",20284,"",,,ONLINE
202501,PF,"",20290,"",,,ONLINE
202501,PF,"",20291,"",,,ONLINE
202501,PF,"",20299,"",,,ONLINE
202501,PF,"",20318,"",,,ONLINE
202501,PF,"",20334,"",,,ONLINE
202501,PF,"",20338,"",,,ONLINE
202501,PF,"",20382,"",,,ONLINE
202501,PF,"",20394,"",,,ONLINE
202501,PF,"",20395,"",,,ONLINE
202501,PF,"",20397,"",,,ONLINE
202501,PF,"",20439,"",,,ONLINE
202501,PF,"",20441,"",,,ONLINE
202501,PF,"",20448,"",,,ONLINE
202501,PF,"",20461,"",,,ONLINE
202501,PF,"",20465,"",,,ONLINE
202501,PF,"",20468,"",,,ONLINE
202501,PF,"",20472,"",,,ONLINE
202501,PF,"",20498,"",,,ONLINE
202501,PF,"",20499,"",,,ONLINE
202501,PF,"",20505,"",,,ONLINE
202501,PF,"",20524,"",,,ONLINE
202501,PF,"",20525,"",,,ONLINE
202501,PF,"",20526,"",,,ONLINE
202501,PF,"",20531,"",,,ONLINE
202501,PF,"",20539,"",,,ONLINE
202501,PF,"",20544,"",,,ONLINE
202501,PF,"",20549,"",,,ONLINE
202501,PF,"",20564,"",,,ONLINE
202501,PF,"",20567,"",,,ONLINE
202501,PF,"",20570,"",,,ONLINE
202501,PF,"",20573,"",,,ONLINE
202501,PF,"",20574,"",,,ONLINE
202501,PF,"",20577,"",,,ONLINE
202501,PF,"",20578,"",,,ONLINE
