TERM,CAMPUS,XLST,CRN,DAYS,START,END,ROOM
202501,PF,"",20579,"",,,ONLINE
202501,PF,"",20596,"",,,ONLINE
202501,PF,"",20621,"",,,ONLINE
202501,PF,"",20659,"",,,ONLINE
202501,PF,"",20944,"",,,ONLINE
202501,PF,"",21025,"",,,ONLINE
202501,PF,"",21215,"",,,ONLINE
202501,PF,"",21216,"",,,ONLINE
202501,PF,"",21311,"",,,ONLINE
202501,PF,"",21358,"",,,ONLINE
202501,PF,"",21359,"",,,ONLINE
202501,PF,"",21514,"",,,ONLINE
202501,PF,"",21594,"",,,ONLINE
202501,PF,"",21596,"",,,ONLINE
202501,PF,"",21598,"",,,ONLINE
202501,PF,"",21599,"",,,ONLINE
202501,PF,"",21600,"",,,ONLINE
202501,PF,"",21625,"",,,ONLINE
202501,PF,"",21626,"",,,ONLINE
202501,PF,"",21627,"",,,ONLINE
202501,PF,"",21628,"",,,ONLINE
202501,PF,"",21694,"",,,ONLINE
202501,PF,"",21695,"",,,ONLINE
202501,PF,"",21711,"",,,ONLINE
202501,PF,"",21712,"",,,ONLINE
202501,PF,"",21713,"",,,ONLINE
202501,PF,"",21765,"",,,ONLINE
202501,PF,"",21766,"",,,ONLINE
202501,PF,"",21767,"",,,ONLINE
202501,PF,"",21768,"",,,ONLINE
202501,PF,"",21769,"",,,ONLINE
202501,PF,"",21770,"",,,ONLINE
202501,PF,"",21771,"",,,ONLINE
202501,PF,"",21862,"",,,ONLINE
202501,PF,"",21894,"",,,ONLINE
202501,PF,"",21895,"",,,ONLINE
202501,PF,"",21904,"",,,ONLINE
202501,PF,"",21966,"",,,ONLINE
202501,PF,"",22016,"",,,ONLINE
202501,PF,"",22037,"",,,ONLINE
202501,PF,"",22038,"",,,ONLINE
202501,PF,"",22039,"",,,ONLINE
202501,PF,"",22040,"",,,ONLINE
202501,PF,"",22041,"",,,ONLINE
202501,PF,"",22042,"",,,ONLINE
202501,PF,"",22043,"",,,ONLINE
202501,PF,"",22091,"",,,ONLINE
202501,PF,"",22092,"",,,ONLINE
202501,PF,"",22093,"",,,ONLINE
202501,PF,"",22157,"",,,ONLINE
202501,PF,"",22193,"",,,ONLINE
202501,PF,"",22194,"",,,ONLINE
202501,PF,"",22195,"",,,ONLINE
202501,PF,"",22209,"",,,ONLINE
202501,PF,"",22210,"",,,ONLINE
202501,PF,"",22237,"",,,ONLINE
202501,PF,"",22247,"",,,ONLINE
202501,PF,"",22250,"",,,ONLINE
202501,PF,"",22251,"",,,ONLINE
202501,PF,"",22297,"",,,ONLINE
202501,PF,"",22306,"",,,ONLINE
202501,PF,"",22307,"",,,ONLINE
202501,PF,"",22308,"",,,ONLINE
202501,PF,"",22309,"",,,ONLINE
202501,PF,"",22318,"",,,ONLINE
202501,PF,"",22319,"",,,ONLINE
202501,PF,"",22320,"",,,ONLINE
202501,PF,"",22321,"",,,ONLINE
202501,PF,"",22322,"",,,ONLINE
202501,PF,"",22323,"",,,ONLINE
202501,PF,"",22354,"",,,ONLINE
202501,PF,"",22355,"",,,ONLINE
202501,PF,"",22356,"",,,ONLINE
202501,PF,"",22357,"",,,ONLINE
202501,PF,"",22358,"",,,ONLINE
202501,PF,"",22359,"",,,ONLINE
202501,PF,"",22367,"",,,ONLINE
202501,PF,"",22395,"",,,ONLINE
202501,PF,"",22396,"",,,ONLINE
202501,PF,"",22398,"",,,ONLINE
202501,PF,"",22401,"",,,ONLINE
202501,PF,"",22405,"",,,ONLINE
202501,PF,"",22406,"",,,ONLINE
202501,PF,"",22411,"",,,ONLINE
202501,PF,"",22412,"",,,ONLINE
202501,PF,"",22413,"",,,ONLINE
202501,PF,"",22414,"",,,ONLINE
202501,PF,"",22415,"",,,ONLINE
202501,PF,"",22416,"",,,ONLINE
202501,PF,"",22417,"",,,ONLINE
202501,PF,"",22419,"",,,ONLINE
202501,PF,"",22420,"",,,ONLINE
202501,PF,"",22421,"",,,ONLINE
202501,PF,"",22422,"",,,ONLINE
202501,PF,"",22423,"",,,ONLINE
202501,PF,"",22424,"",,,ONLINE
202501,PF,"",22425,"",,,ONLINE
202501,PF,"",22427,"",,,ONLINE
202501,PF,"",22433,"",,,ONLINE
202501,PF,"",22434,"",,,ONLINE
202501,PF,"",22435,"",,,ONLINE
202501,PF,"",22437,"",,,ONLINE
202501,PF,"",22442,"",,,ONLINE
202501,PF,"",22445,"",,,ONLINE
202501,PF,"",22446,"",,,ONLINE
202501,PF,"",22447,"",,,ONLINE
202501,PF,"",22455,"",,,ONLINE
202501,PF,"",22461,"",,,ONLINE
202501,PF,"",22463,"",,,ONLINE
202501,PF,"",22466,"",,,ONLINE
202501,PF,"",22469,"",,,ONLINE
202501,PF,"",22473,"",,,ONLINE
202501,PF,"",22474,"",,,ONLINE
202501,PF,"",22475,"",,,ONLINE
202501,PF,"",22482,"",,,ONLINE
202501,PF,"",22488,"",,,ONLINE
202501,PF,"",22501,"",,,ONLINE
202501,PF,"",22502,"",,,ONLINE
202501,PF,"",22506,"",,,ONLINE
202501,PF,"",22507,"",,,ONLINE
202501,PF,"",22516,"",,,ONLINE
202501,PF,"",22517,"",,,ONLINE
202501,PF,"",22520,"",,,ONLINE
202501,PF,"",22521,"",,,ONLINE
202501,PF,"",22522,"",,,ONLINE
202501,PF,"",22523,"",,,ONLINE
202501,PF,"",22524,"",,,ONLINE
202501,PF,"",22532,"",,,ONLINE
202501,PF,"",22533,"",,,ONLINE
202501,PF,"",22534,"",,,ONLINE
202501,PF,"",22535,"",,,ONLINE
202501,PF,"",22536,"",,,ONLINE
202501,PF,"",22544,"",,,ONLINE
202501,PF,"",22545,"",,,ONLINE
202501,PF,"",22552,"",,,ONLINE
202501,PF,"",22553,"",,,ONLINE
202501,PF,"",22557,"",,,ONLINE
202501,PF,"",22558,"",,,ONLINE
202501,PF,"",22562,"",,,ONLINE
202501,PF,"",22563,"",,,ONLINE
202501,PF,"",22567,"",,,ONLINE
202501,PF,"",22574,"",,,ONLINE
202501,PF,"",22575,"",,,ONLINE
202501,PF,"",22576,"",,,ONLINE
202501,PF,"",22577,"",,,ONLINE
202501,PF,"",22579,"",,,ONLINE
202501,PF,"",22584,"",,,ONLINE
202501,PF,"",22585,"",,,ONLINE
202501,PF,"",22589,"",,,ONLINE
202501,PF,"",22591,"",,,ONLINE
202501,PF,"",22593,"",,,ONLINE
202501,PF,"",22594,"",,,ONLINE
202501,PF,"",22595,"",,,ONLINE
202501,PF,"",22596,"",,,ONLINE
202501,PF,"",22597,"",,,ONLINE
202501,PF,"",22598,"",,,ONLINE
202501,PF,"",22601,"",,,ONLINE
202501,PF,"",22602,"",,,ONLINE
202501,PF,"",22603,"",,,ONLINE
202501,PF,"",22620,"",,,ONLINE
202501,PF,"",22621,"",,,ONLINE
202501,PF,"",22622,"",,,ONLINE
202501,PF,"",22624,"",,,ONLINE
202501,PF,"",22626,"",,,ONLINE
202501,PF,"",22627,"",,,ONLINE
202501,PF,"",22631,"",,,ONLINE
202501,PF,"",22633,"",,,ONLINE
202501,PF,"",22635,"",,,ONLINE
202501,PF,"",22636,"",,,ONLINE
202501,PF,"",22637,"",,,ONLINE
202501,PF,"",22638,"",,,ONLINE
202501,PF,"",22641,"",,,ONLINE
202501,PF,"",22649,"",,,ONLINE
202501,PF,"",22651,"",,,ONLINE
202501,PF,"",22652,"",,,ONLINE
202501,PF,"",22653,"",,,ONLINE
202501,PF,"",22654,"",,,ONLINE
202501,PF,"",22655,"",,,ONLINE
202501,PF,"",22657,"",,,ONLINE
202501,PF,"",22660,"",,,ONLINE
202501,PF,"",22661,"",,,ONLINE
202501,PF,"",22664,"",,,ONLINE
202501,PF,"",22665,"",,,ONLINE
202501,PF,"",22667,"",,,ONLINE
202501,PF,"",22668,"",,,ONLINE
202501,PF,"",22669,"",,,ONLINE
202501,PF,"",22671,"",,,ONLINE
202501,PF,"",22672,W,1600,1715,ONLINE
202501,PF,"",22673,"",,,ONLINE
202501,PF,"",22674,"",,,ONLINE
202501,PF,"",22675,"",,,ONLINE
202501,PF,"",22676,"",,,ONLINE
202501,PF,"",22677,"",,,ONLINE
202501,PF,"",22678,"",,,ONLINE
202501,PF,"",22679,"",,,ONLINE
202501,PF,"",22686,"",,,ONLINE
202501,PF,"",22687,"",,,ONLINE
202501,PF,"",22689,"",,,ONLINE
202501,PF,"",22693,"",,,ONLINE
202501,PF,"",22694,"",,,ONLINE
202501,PF,"",22695,"",,,ONLINE
202501,PF,"",22696,"",,,ONLINE
202501,PF,"",22713,"",,,ONLINE
202501,PF,"",22718,"",,,ONLINE
202501,PF,"",22719,"",,,ONLINE
202501,PF,"",22720,"",,,ONLINE
202501,PF,"",22748,"",,,ONLINE
202501,PF,ELF,19551,"",,,ONLINE
202501,PF,EX,19553,"",,,ONLINE
202501,PF,PCF02,16838,"",,,ONLINE
202501,PF,PCF02,16839,"",,,ONLINE
202501,PF,PCF03,13972,"",,,ONLINE
202501,PF,PCF03,22117,"",,,ONLINE
202501,PF,PCM01,22031,MW,1600,1715,ONLINE
202501,PF,PCSIM01,19177,MW,1130,1230,ONLINE
202501,PF,PCSIM02,19179,MW,1000,1115,ONLINE
202501,PF,PCSIM03,19181,TR,1430,1545,ONLINE
202501,PF,PCSIM04,19671,R,1000,1115,ONLINE
202501,PF,PCSIM05,19672,T,1000,1115,ONLINE
202501,PF,PCSIM06,21001,F,900,1145,ONLINE
202501,PF,PCSIM07,20110,TR,830,945,ONLINE
202501,PF,PCSIM08,19683,TR,1100,1245,ONLINE
202501,PF,PCSIM09,18470,MW,1100,1245,ONLINE
202501,PF,PCSIM10,18439,M,1130,1245,ONLINE
202501,PF,PCSIM11,15918,TR,1000,1115,ONLINE
202501,PF,PCSIM12,18907,TR,830,945,ONLINE
202501,PF,PCSIM13,18836,TR,1300,1415,ONLINE
202501,PF,PCSIM14,21414,MW,1300,1445,ONLINE
202501,PF,PCSIM15,21620,MW,1130,1245,ONLINE
202501,PF,PCSIM16,21631,TR,1300,1415,ONLINE
202501,PF,PCSIM17,21633,MW,1000,1115,ONLINE
202501,PF,PCSIM18,21634,MW,1130,1245,ONLINE
202501,PF,PCSIM19,21870,TR,830,945,ONLINE
202501,PF,PCSIM20,21932,R,1000,1050,ONLINE
202501,PF,PCSIM21,19368,MW,1300,1415,ONLINE
202501,PF,PCSIM22,22036,MW,1000,1115,ONLINE
202501,PF,PCSIM23,18811,MW,830,945,ONLINE
202501,PF,PCSIM24,18810,MW,1300,1415,ONLINE
202501,PF,PCSIM25,18869,TR,830,945,ONLINE
202501,PF,PCSIM26,20245,MW,830,945,ONLINE
202501,PF,PCSIM29,22519,M,1000,1115,ONLINE
202501,PF,PCSIM30,22647,TR,1130,1245,ONLINE
202501,PN,"",13213,MW,830,945,NE 1400
202501,PN,"",13215,M,1000,1245,NE 1140
202501,PN,"",13219,R,1300,1545,NE 1300
202501,PN,"",13220,T,1000,1245,NE 1340
202501,PN,"",13224,M,1900,2145,NE 1340
202501,PN,"",13226,W,1000,1245,NE 1100
202501,PN,"",13227,W,1300,1545,NE 1100
202501,PN,"",13229,MW,1000,1115,NE 0370
202501,PN,"",13230,TR,1900,2015,NE 1440
202501,PN,"",13231,MW,1130,1250,NE 1330
202501,PN,"",13232,MW,1430,1550,NE 1330
202501,PN,"",13233,TR,1130,1250,NE 1330
202501,PN,"",13234,TR,1730,1850,NE 1330
202501,PN,"",13235,TR,2030,2150,NE 1330
202501,PN,"",13236,MW,1300,1415,NE 0400
202501,PN,"",13237,T,1000,1245,NE 1300
202501,PN,"",13238,TR,830,945,NE 1440
202501,PN,"",13239,TR,1000,1120,NE 1100
202501,PN,"",13240,TR,830,945,NE 1280
202501,PN,"",13241,T,1000,1245,NC 1300
202501,PN,"",13243,F,1215,1500,NC 1300
202501,PN,"",13249,MW,1130,1245,NE 1280
202501,PN,"",13250,MW,1000,1115,NE 0120
202501,PN,"",13251,TR,830,945,NE 0140
202501,PN,"",13252,TR,1000,1115,NE 0340
202501,PN,"",13253,TR,1130,1245,NE 0340
202501,PN,"",13254,TR,1130,1245,NE 0310
202501,PN,"",13255,MW,1130,1245,NE 0340
202501,PN,"",13256,MW,700,815,NE 1420
202501,PN,"",13257,MW,830,945,NE 1420
202501,PN,"",13258,MW,1000,1115,NE 0140
202501,PN,"",13259,MW,1300,1415,NE 0350
202501,PN,"",13260,TR,1300,1415,NE 1440
202501,PN,"",13261,TR,1430,1545,NE 1380
202501,PN,"",13262,TR,1000,1115,NE 1440
202501,PN,"",13264,TR,1130,1245,NE 1400
202501,PN,"",13266,MW,1600,1715,NE 1420
202501,PN,"",13284,MW,1300,1415,NA 1100
202501,PN,"",13285,M,1000,1245,NC 1300
202501,PN,"",13286,TR,1130,1245,NE 1420
202501,PN,"",13287,T,1300,1545,NC 1300
202501,PN,"",13289,MW,1130,1245,NE 0120
202501,PN,"",13290,TR,1430,1545,NC 1340
202501,PN,"",13292,M,1300,1545,NE 1170
202501,PN,"",13293,T,1300,1545,NE 1170
202501,PN,"",13295,M,1000,1245,NE 1130
202501,PN,"",13296,T,1000,1245,NE 1130
202501,PN,"",13297,R,1000,1245,NE 1130
202501,PN,"",13298,T,1900,2145,NE 1130
202501,PN,"",13299,MW,1000,1115,NE 0310
202501,PN,"",13300,M,1300,1545,NE 1370
202501,PN,"",13301,R,1300,1545,NE 1370
202501,PN,"",13302,W,1300,1545,NC 1320
202501,PN,"",13303,R,1600,1845,NC 1320
202501,PN,"",13304,T,1000,1245,NC 1320
202501,PN,"",13305,R,1000,1245,NC 1320
202501,PN,"",13339,T,1300,1545,NE 1100
202501,PN,"",13340,W,1900,2145,NE 1100
202501,PN,"",13343,TR,700,815,ND 1120
202501,PN,"",13344,MW,830,945,NA 1170
202501,PN,"",13345,MW,830,945,NA 1120
202501,PN,"",13346,MW,1000,1055,NA 1120
202501,PN,"",13347,MW,1000,1115,NA 1170
202501,PN,"",13348,MW,1000,1115,NA 2190
202501,PN,"",13350,MW,1000,1115,NE 0330
202501,PN,"",13351,TR,1430,1545,NA 1100
202501,PN,"",13352,MW,1130,1245,NA 1100
202501,PN,"",13355,MW,1000,1115,NA 2180
202501,PN,"",13356,TR,800,915,NA 2160
202501,PN,"",13357,TR,830,945,ND 1120
202501,PN,"",13360,TR,1130,1245,NA 2130
202501,PN,"",13362,TR,1000,1115,NA 2130
202501,PN,"",13364,TR,1130,1245,NA 1100
202501,PN,"",13371,MW,830,945,ND 1120
202501,PN,"",13428,M,1100,1150,NE 0420
202501,PN,"",13429,M,900,1050,NE 0420
202501,PN,"",13430,W,900,1050,NE 0420
202501,PN,"",13431,W,1300,1450,NE 0420
202501,PN,"",13432,R,900,950,NE 0420
202501,PN,"",13440,MW,1000,1115,ND 1240
202501,PN,"",13450,MW,1000,1115,ND 1270
202501,PN,"",13494,TR,1430,1545,NE 0100
202501,PN,"",13495,TR,1000,1115,NE 0120
202501,PN,"",13497,MW,1000,1115,NE 1420
202501,PN,"",13501,MW,1730,1845,NE 0310
202501,PN,"",13504,MW,1300,1415,NE 0370
202501,PN,"",13506,TR,1930,2115,NE 0380
202501,PN,"",13509,MW,1100,1245,NE 1380
202501,PN,"",13511,TR,1130,1245,NE 0300
202501,PN,"",13512,MW,1300,1415,NE 1260
202501,PN,"",13513,TR,700,845,NE 1460
202501,PN,"",13519,MW,1000,1115,NE 0190
202501,PN,"",13521,MW,1730,1915,NE 0300
202501,PN,"",13523,TR,1430,1545,NA 1160
202501,PN,"",13524,TR,1000,1115,NA 1160
202501,PN,"",13525,R,1000,1245,NE 1340
202501,PN,"",13526,W,1300,1545,NE 1340
202501,PN,"",13528,W,1900,2145,NE 1340
202501,PN,"",13529,M,1300,1545,NE 1100
202501,PN,"",13540,MW,1000,1055,NE 0380
202501,PN,"",13551,W,1130,1225,NA 2160
202501,PN,"",13553,T,1000,1055,NE 0350
202501,PN,"",13554,MW,1130,1225,NE 1460
202501,PN,"",13556,TR,1430,1525,NE 0350
202501,PN,"",13557,TR,830,945,NE 0350
202501,PN,"",13558,TR,1000,1115,NE 1360
202501,PN,"",13559,MW,1000,1115,NE 1460
202501,PN,"",13560,MW,1000,1115,NE 1360
202501,PN,"",13561,TR,1300,1415,NE 0350
202501,PN,"",13562,TR,1130,1245,NE 1380
202501,PN,"",13564,TR,1000,1115,NE 0370
202501,PN,"",13567,MW,1430,1545,NE 0130
202501,PN,"",13604,TR,1130,1245,NE 0120
202501,PN,"",13667,TR,830,945,NA 1170
202501,PN,"",13673,TR,1000,1115,NA 1170
202501,PN,"",13747,TR,1000,1115,NE 0190
202501,PN,"",13762,T,1300,1545,NE 1340
202501,PN,"",13763,R,1300,1545,NE 1340
202501,PN,"",13977,TR,1300,1415,NE 0360
202501,PN,"",13983,MW,1600,1715,NE 0310
202501,PN,"",14000,TR,1300,1445,NE 0260
202501,PN,"",14013,TR,1000,1115,NE 1420
202501,PN,"",14017,MW,1000,1115,NE 1400
202501,PN,"",14019,MW,1000,1115,NE 0150
202501,PN,"",14020,MW,1130,1245,NE 0150
202501,PN,"",14021,W,1300,1545,NE 1130
202501,PN,"",14024,MW,830,945,ND 1240
202501,PN,"",14048,MW,1000,1055,NE 0320
202501,PN,"",14049,MW,900,1145,NA 1150
202501,PN,"",14050,MW,830,945,NE 1280
202501,PN,"",14056,TR,1000,1115,NE 1380
202501,PN,"",14058,MW,830,945,NA 2110
202501,PN,"",14080,TR,1000,1115,NE 0100
202501,PN,"",14081,MW,1000,1115,NE 0400
202501,PN,"",14082,TR,1300,1415,NE 0120
202501,PN,"",14134,MW,1200,1445,NA 1150
202501,PN,"",14216,TR,830,950,NE 1330
202501,PN,"",14314,TR,1000,1115,ND 1220
202501,PN,"",14315,M,1000,1245,NE 1340
202501,PN,"",14419,TR,1000,1115,NE 1460
202501,PN,"",14459,R,1900,2145,NE 1300
202501,PN,"",14462,MW,1130,1245,NE 0400
202501,PN,"",14469,MW,1130,1245,NE 0370
202501,PN,"",14482,TR,830,945,NE 0220
202501,PN,"",14495,TR,1130,1225,NE 1460
202501,PN,"",14647,MW,1430,1545,NE 1420
202501,PN,"",15206,T,1300,1355,NE 1380
202501,PN,"",15209,W,1300,1545,NE 1300
202501,PN,"",15211,MW,830,950,NE 1330
202501,PN,"",15221,TR,830,925,NE 0380
202501,PN,"",15228,MW,1000,1115,NA 2160
202501,PN,"",15230,R,1130,1225,NE 1360
202501,PN,"",15255,MW,1130,1245,NE 1400
202501,PN,"",15262,W,1000,1245,NE 1300
202501,PN,"",15264,W,1300,1545,NE 1170
202501,PN,"",15277,TR,1130,1225,NA 1120
202501,PN,"",15279,TR,1000,1115,NA 1120
202501,PN,"",15342,MW,1300,1415,NE 0300
202501,PN,"",15363,TR,830,945,NE 1380
202501,PN,"",15364,MW,830,945,NE 0120
202501,PN,"",15370,TR,700,815,NE 1420
202501,PN,"",15418,MW,1130,1245,NA 2190
202501,PN,"",15659,MW,1130,1245,NE 1360
202501,PN,"",15684,TR,830,945,NE 0360
202501,PN,"",15685,MW,1000,1115,NE 1220
202501,PN,"",15687,TR,1000,1115,NE 1220
202501,PN,"",15689,TR,1300,1415,NE 1220
202501,PN,"",15690,MW,1800,1915,NE 0320
202501,PN,"",15695,W,1900,2145,NE 1140
202501,PN,"",15701,TR,1000,1115,NE 1280
202501,PN,"",15708,TR,1300,1415,ND 1270
202501,PN,"",15710,TR,1130,1245,NE 1440
202501,PN,"",15725,T,1000,1245,NE 1140
202501,PN,"",15726,T,1300,1545,NE 1140
202501,PN,"",15727,F,1215,1500,NE 1140
202501,PN,"",15728,MW,1430,1545,NE 0340
202501,PN,"",15741,MW,1300,1415,NA 2200
202501,PN,"",15773,MW,1430,1545,NE 0380
202501,PN,"",15822,TR,1430,1525,NE 1440
202501,PN,"",15915,R,830,1115,NE 1140
202501,PN,"",15924,TR,830,945,NE 0400
202501,PN,"",15943,TR,1000,1115,NA 2200
202501,PN,"",15965,TR,1430,1545,NE 1460
202501,PN,"",15966,MW,1300,1415,NE 0310
202501,PN,"",15967,MW,1300,1415,NA 2230
202501,PN,"",16021,MW,1130,1245,NE 0350
202501,PN,"",16054,T,1000,1245,NE 1170
202501,PN,"",16212,TR,900,1145,NA 1150
202501,PN,"",16224,MW,1300,1355,NE 1360
202501,PN,"",16379,W,1000,1055,NE 0350
202501,PN,"",16380,MW,830,945,NE 0350
202501,PN,"",16381,MW,830,945,NE 0300
202501,PN,"",16476,MW,1430,1545,NA 1100
202501,PN,"",16478,W,1100,1150,NE 0420
202501,PN,"",16563,TR,1200,1445,NA 1150
202501,PN,"",16684,TR,1300,1355,NA 1140
202501,PN,"",16685,TR,1130,1245,NA 1140
202501,PN,"",16762,R,1000,1050,NE 0420
202501,PN,"",16774,TR,1130,1245,ND 1270
202501,PN,"",16781,MW,1500,1745,NA 1150
202501,PN,"",16789,TR,1800,1915,NE 0320
202501,PN,"",16790,TR,1300,1445,NE 0140
202501,PN,"",16791,MW,1300,1415,NE 0140
202501,PN,"",16792,TR,830,945,NE 1420
202501,PN,"",16793,MW,1430,1545,NE 0360
202501,PN,"",16794,TR,1130,1245,NE 0400
202501,PN,"",16795,TR,1130,1225,NE 0380
202501,PN,"",16797,TR,1300,1355,NE 0380
202501,PN,"",16798,MW,1430,1545,NE 0310
202501,PN,"",16800,TR,1130,1225,NE 0320
